Interview Schedule - HR Round ,,,,,,,,Sheet shared with students,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
COMPANY NAME,,,,[Microsoft],,,,START DATE,14-03-2024,,,,,,,,,,,,,,,
CR NAME & CONTACT DETAILS,,,,Adityasinh Chauhan - 8780117395,,,,END DATE,15-03-2024,,,3-12-18,,,,,,,,,,,,
,,,,Dhruv Savani - 7041657297,,,,,,,,,,,,,,,,,,,,
,,,,Meet Upadhyay - 8160115462,,,,,,,,,,,,,,,,,,,,
,,,,Mustafa - 9974363143,,,,,,,,,,,,,,,,,,,,
Sr. No.,Name of the student,Interview Date,Interview Status,Interview Start Time,Interview End Time,Student Id,Email,Program,Contact No.,Whatsapp No.,Alternate No.,Skype Id,,,,,,,,,,,,
1,Arjun Reddy,14-03-2024,Completed,13:00,14:00,202001010,202001010@daiict.ac.in,BTech ICT,7956789012,7956789012,9905678901,live:.cid.r1g6tfvz8jn,,,,,,,,,,,,
2,Ananya Desai,14-03-2024,Completed,14:00,15:00,202001013,202001013@daiict.ac.in,BTech ICT,7967890123,7967890123,9906789012,live:.cid.m9k3q7p1lwz,,,,,,,,,,,,
3,Rohan Mehta,14-03-2024,Completed,15:00,16:00,202003017,202003017@daiict.ac.in,BTech MNC,7978901234,7978901234,9907890123,live:.cid.v2f4cn8h5xb,,,,,,,,,,,,
4,Kavya Rao,14-03-2024,Completed,16:00,17:00,202001019,202001019@daiict.ac.in,BTech ICT,7989012345,7989012345,9908901234,live:.cid.z6d1v7s3gnm,,,,,,,,,,,,
5,Yuvraj Kapoor,14-03-2024,Completed,17:00,18:00,202002025,202002025@daiict.ac.in,BTech EVD,7990123456,7990123456,9909012345,live:.cid.c8h5xn2b9aj,,,,,,,,,,,,
6,Rishi Shah,14-03-2024,Completed,12:00,13:00,202001052,202001052@daiict.ac.in,BTech ICT,7979012345,7979012345,9917890123,live:.cid.k3p6bx7n2qf,,,,,,,,,,,,
7,Priyanka Tiwari,14-03-2024,Completed,18:00,19:00,202211013,202211013@daiict.ac.in,MTech ICT ,7956789012,7956789012,9934567890,live:.cid.g7z2pk4w8jl,,,,,,,,,,,,
8,Sanjay Agarwal,15-03-2024,Completed,13:00,14:00,202211042,202211042@daiict.ac.in,MTech ICT,7901234567,7901234567,9939012345,live:.cid.j2w8cf5p1xm,,,,,,,,,,,,
9,Diya Chatterjee,15-03-2024,Completed,14:00,15:00,202211044,202211044@daiict.ac.in,MTech ICT ,7912345678,7912345678,9940123456,live:.cid.q7z1cv6r9dh,,,,,,,,,,,,
10,Vipul Gupta,15-03-2024,Completed,15:00,16:00,202211045,202211045@daiict.ac.in,MTech ICT,7923456789,7923456789,9941234567,live:.cid.f4l7vj2r8pm,,,,,,,,,,,,
11,Shreya Sharma,15-03-2024,Completed,16:00,17:00,202211047,202211047@daiict.ac.in,MTech ICT ,7934567890,7934567890,9942345678,live:.cid.x6n9zj1m8vp,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
