Interview Schedule - Round 2,,,,,,,,Sheet shared with students,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
COMPANY NAME,,,,[Microsoft],,,,START DATE,07-03-2024,,,,,,,,,,,,,,,
CR NAME & CONTACT DETAILS,,,,Adityasinh Chauhan - 8780117395,,,,END DATE,09-03-2024,,,3-12-18,,,,,,,,,,,,
,,,,Dhruv Savani - 7041657297,,,,,,,,,,,,,,,,,,,,
,,,,Meet Upadhyay - 8160115462,,,,,,,,,,,,,,,,,,,,
,,,,Mustafa - 9974363143,,,,,,,,,,,,,,,,,,,,
Sr. No.,Name of the student,Interview Date,Interview Status,Interview Start Time,Interview End Time,Student Id,Email,Program,Contact No.,Whatsapp No.,Alternate No.,Skype Id,,,,,,,,,,,,
1,Nisha Gupta,07-03-2024,Completed,12:00,13:30,202001008,202001008@daiict.ac.in,BTech ICT,7945678901,7945678901,9904567890,live:.cid.j7p4ck2z9yq,,,,,,,,,,,,
2,Arjun Reddy,07-03-2024,Completed,13:00,14:30,202001010,202001010@daiict.ac.in,BTech ICT,7956789012,7956789012,9905678901,live:.cid.r1g6tfvz8jn,,,,,,,,,,,,
3,Ananya Desai,07-03-2024,Completed,14:00,14:30,202001013,202001013@daiict.ac.in,BTech ICT,7967890123,7967890123,9906789012,live:.cid.m9k3q7p1lwz,,,,,,,,,,,,
4,Rohan Mehta,07-03-2024,Completed,15:00,16:00,202003017,202003017@daiict.ac.in,BTech MNC,7978901234,7978901234,9907890123,live:.cid.v2f4cn8h5xb,,,,,,,,,,,,
5,Kavya Rao,07-03-2024,Completed,16:00,17:00,202001019,202001019@daiict.ac.in,BTech ICT,7989012345,7989012345,9908901234,live:.cid.z6d1v7s3gnm,,,,,,,,,,,,
6,Yuvraj Kapoor,07-03-2024,Completed,17:00,18:00,202002025,202002025@daiict.ac.in,BTech EVD,7990123456,7990123456,9909012345,live:.cid.c8h5xn2b9aj,,,,,,,,,,,,
7,Aditya Choudhury,07-03-2024,Completed,18:00,19:00,202001041,202001041@daiict.ac.in,BTech ICT,7935678901,7935678901,9913456789,live:.cid.s5c9vb4j1rp,,,,,,,,,,,,
8,Maya Verma,07-03-2024,Completed,19:00,20:00,202001043,202001043@daiict.ac.in,BTech ICT,7946789012,7946789012,9914567890,live:.cid.w8m2qd4h9fn,,,,,,,,,,,,
9,Karan Malhotra,07-03-2024,Completed,20:00,21:00,202001046,202001046@daiict.ac.in,BTech ICT,7957890123,7957890123,9915678901,live:.cid.d2r5fh8b7zp,,,,,,,,,,,,
10,Pooja Sharma,07-03-2024,Completed,21:00,22:00,202001047,202001047@daiict.ac.in,BTech ICT,7968901234,7968901234,9916789012,live:.cid.x9j4gm1w6hv,,,,,,,,,,,,
11,Rishi Shah,08-03-2024,Completed,12:00,13:00,202001052,202001052@daiict.ac.in,BTech ICT,7979012345,7979012345,9917890123,live:.cid.k3p6bx7n2qf,,,,,,,,,,,,
12,Neha Singh,08-03-2024,Completed,13:00,14:00,202001055,202001055@daiict.ac.in,BTech ICT,7980123456,7980123456,9918901234,live:.cid.q9v1ml6k3bz,,,,,,,,,,,,
13,Akash Kumar,08-03-2024,Completed,14:00,15:00,202001059,202001059@daiict.ac.in,BTech ICT,7901234567,7901234567,9919012345,live:.cid.h6f3v9m4twl,,,,,,,,,,,,
14,Swati Banerjee,08-03-2024,Completed,15:00,16:00,202001072,202001072@daiict.ac.in,BTech ICT,7934567890,7934567890,9922345678,live:.cid.d1q9hr7x2pg,,,,,,,,,,,,
15,Abhinav Mishra,08-03-2024,Completed,16:00,17:00,202001074,202001074@daiict.ac.in,BTech ICT,7945678901,7945678901,9923456789,live:.cid.p4j6nd8f2xz,,,,,,,,,,,,
16,Aisha Khan,08-03-2024,Completed,17:00,18:00,202001081,202001081@daiict.ac.in,BTech ICT,7956789012,7956789012,9924567890,live:.cid.l8z3jc9v5bm,,,,,,,,,,,,
17,Priyanka Tiwari,08-03-2024,Completed,18:00,19:00,202211013,202211013@daiict.ac.in,MTech ICT ,7956789012,7956789012,9934567890,live:.cid.g7z2pk4w8jl,,,,,,,,,,,,
18,Arnav Bhatia,08-03-2024,Completed,19:00,20:00,202211016,202211016@daiict.ac.in,MTech ICT,7967890123,7967890123,9935678901,live:.cid.s1g9rd3m2wb,,,,,,,,,,,,
19,Anushka Patel,08-03-2024,Completed,20:00,21:00,202211018,202211018@daiict.ac.in,MTech ICT ,7978901234,7978901234,9936789012,live:.cid.w4k7dp1v5jn,,,,,,,,,,,,
20,Vivek Mishra,08-03-2024,Completed,21:00,22:00,202211031,202211031@daiict.ac.in,MTech ICT,7989012345,7989012345,9937890123,live:.cid.c3x8v6b2nfh,,,,,,,,,,,,
21,Meera Reddy,09-03-2024,Completed,12:00,13:00,202211035,202211035@daiict.ac.in,MTech ICT ,7990123456,7990123456,9938901234,live:.cid.r9m5hc2v3dw,,,,,,,,,,,,
22,Sanjay Agarwal,09-03-2024,Completed,13:00,14:00,202211042,202211042@daiict.ac.in,MTech ICT,7901234567,7901234567,9939012345,live:.cid.j2w8cf5p1xm,,,,,,,,,,,,
23,Diya Chatterjee,09-03-2024,Completed,14:00,15:00,202211044,202211044@daiict.ac.in,MTech ICT ,7912345678,7912345678,9940123456,live:.cid.q7z1cv6r9dh,,,,,,,,,,,,
24,Vipul Gupta,09-03-2024,Completed,15:00,16:00,202211045,202211045@daiict.ac.in,MTech ICT,7923456789,7923456789,9941234567,live:.cid.f4l7vj2r8pm,,,,,,,,,,,,
25,Shreya Sharma,09-03-2024,Completed,16:00,17:00,202211047,202211047@daiict.ac.in,MTech ICT ,7934567890,7934567890,9942345678,live:.cid.x6n9zj1m8vp,,,,,,,,,,,,
26,Deepak Singh,09-03-2024,Completed,17:00,18:00,202211051,202211051@daiict.ac.in,MTech ICT,7945678901,7945678901,9943456789,live:.cid.p2c6qf4g9tv,,,,,,,,,,,,
27,Ritu Sharma,09-03-2024,Completed,18:00,19:00,202211053,202211053@daiict.ac.in,MTech ICT ,7956789012,7956789012,9944567890,live:.cid.d9h3xg6j8nb,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
