Interview Schedule - Round 1,,,,,,,,Sheet shared with students,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
COMPANY NAME,,,,[Microsoft],,,,START DATE,26-02-2024,,,,,,,,,,,,,,,
CR NAME & CONTACT DETAILS,,,,Adityasinh Chauhan - 8780117395,,,,END DATE,06-03-2024,,,3-12-18,,,,,,,,,,,,
,,,,Dhruv Savani - 7041657297,,,,,,,,,,,,,,,,,,,,
,,,,Meet Upadhyay - 8160115462,,,,,,,,,,,,,,,,,,,,
,,,,Mustafa - 9974363143,,,,,,,,,,,,,,,,,,,,
Sr. No.,Name of the student,Interview Date,Interview Status,Interview Start Time,Interview End Time,Student Id,Email,Program,Contact No.,Whatsapp No.,Alternate No.,Skype Id,,,,,,,,,,,,
1,Aarav Sharma,26/02/2024,Completed,20:30,21:30,202001001,202001001@daiict.ac.in,BTech ICT,7912345678,7912345678,9901234567,live:.cid.bdxmkrh78a2,,,,,,,,,,,,
2,Priya Patel,26/02/2024,Completed,21:30,22:30,202001004,202001004@daiict.ac.in,BTech ICT,7923456789,7923456789,9902345678,live:.cid.t3hn9zq46vp,,,,,,,,,,,,
3,Vikram Singh,26/02/2024,Completed,16:00,17:00,202001005,202001005@daiict.ac.in,BTech ICT,7934567890,7934567890,9903456789,live:.cid.q5w28sxh10dm,,,,,,,,,,,,
4,Nisha Gupta,26-02-2024,Completed,17:00,18:00,202001008,202001008@daiict.ac.in,BTech ICT,7945678901,7945678901,9904567890,live:.cid.j7p4ck2z9yq,,,,,,,,,,,,
5,Arjun Reddy,26-02-2024,Completed,23:00,24:00,202001010,202001010@daiict.ac.in,BTech ICT,7956789012,7956789012,9905678901,live:.cid.r1g6tfvz8jn,,,,,,,,,,,,
6,Ananya Desai,26-02-2024,Completed,22:00,23:00,202001013,202001013@daiict.ac.in,BTech ICT,7967890123,7967890123,9906789012,live:.cid.m9k3q7p1lwz,,,,,,,,,,,,
7,Rohan Mehta,27-02-2024,Completed,20:30,21:30,202003017,202003017@daiict.ac.in,BTech MNC,7978901234,7978901234,9907890123,live:.cid.v2f4cn8h5xb,,,,,,,,,,,,
8,Kavya Rao,27-02-2024,Completed,21:30,22:30,202001019,202001019@daiict.ac.in,BTech ICT,7989012345,7989012345,9908901234,live:.cid.z6d1v7s3gnm,,,,,,,,,,,,
9,Yuvraj Kapoor,27-02-2024,Completed,16:00,17:00,202002025,202002025@daiict.ac.in,BTech EVD,7990123456,7990123456,9909012345,live:.cid.c8h5xn2b9aj,,,,,,,,,,,,
10,Riya Joshi,27-02-2024,Completed,17:00,18:00,202001036,202001036@daiict.ac.in,BTech ICT,7901234567,7901234567,9910123456,live:.cid.y4t9q6k2cpj,,,,,,,,,,,,
11,Dev Patel,27-02-2024,Completed,23:00,24:00,202001037,202001037@daiict.ac.in,BTech ICT,7913456789,7913456789,9911234567,live:.cid.n7j1w4f8gcx,,,,,,,,,,,,
12,Ayesha Khan,28-02-2024,Completed,22:00,23:00,202001039,202001039@daiict.ac.in,BTech ICT,7924567890,7924567890,9912345678,live:.cid.f3g7xr2l6wm,,,,,,,,,,,,
13,Aditya Choudhury,28-02-2024,Completed,20:30,21:30,202001041,202001041@daiict.ac.in,BTech ICT,7935678901,7935678901,9913456789,live:.cid.s5c9vb4j1rp,,,,,,,,,,,,
14,Maya Verma,28-02-2024,Completed,21:30,22:30,202001043,202001043@daiict.ac.in,BTech ICT,7946789012,7946789012,9914567890,live:.cid.w8m2qd4h9fn,,,,,,,,,,,,
15,Karan Malhotra,28-02-2024,Completed,16:00,17:00,202001046,202001046@daiict.ac.in,BTech ICT,7957890123,7957890123,9915678901,live:.cid.d2r5fh8b7zp,,,,,,,,,,,,
16,Pooja Sharma,28-02-2024,Completed,17:00,18:00,202001047,202001047@daiict.ac.in,BTech ICT,7968901234,7968901234,9916789012,live:.cid.x9j4gm1w6hv,,,,,,,,,,,,
17,Rishi Shah,28-02-2024,Completed,23:00,24:00,202001052,202001052@daiict.ac.in,BTech ICT,7979012345,7979012345,9917890123,live:.cid.k3p6bx7n2qf,,,,,,,,,,,,
18,Neha Singh,28-02-2024,Completed,22:00,23:00,202001055,202001055@daiict.ac.in,BTech ICT,7980123456,7980123456,9918901234,live:.cid.q9v1ml6k3bz,,,,,,,,,,,,
19,Akash Kumar,01-03-2024,Completed,20:30,21:30,202001059,202001059@daiict.ac.in,BTech ICT,7901234567,7901234567,9919012345,live:.cid.h6f3v9m4twl,,,,,,,,,,,,
20,Ishita Das,01-03-2024,Completed,21:30,22:30,202001062,202001062@daiict.ac.in,BTech ICT,7912345678,7912345678,9920123456,live:.cid.z2t7fj9m8xb,,,,,,,,,,,,
21,Siddharth Gupta,01-03-2024,Completed,16:00,17:00,202001066,202001066@daiict.ac.in,BTech ICT,7923456789,7923456789,9921234567,live:.cid.w5k2x8l7hcq,,,,,,,,,,,,
22,Swati Banerjee,01-03-2024,Completed,17:00,18:00,202001072,202001072@daiict.ac.in,BTech ICT,7934567890,7934567890,9922345678,live:.cid.d1q9hr7x2pg,,,,,,,,,,,,
23,Abhinav Mishra,01-03-2024,Completed,23:00,24:00,202001074,202001074@daiict.ac.in,BTech ICT,7945678901,7945678901,9923456789,live:.cid.p4j6nd8f2xz,,,,,,,,,,,,
24,Aisha Khan,01-03-2024,Completed,22:00,23:00,202001081,202001081@daiict.ac.in,BTech ICT,7956789012,7956789012,9924567890,live:.cid.l8z3jc9v5bm,,,,,,,,,,,,
25,Rohit Thakur,02-03-2024,Completed,20:30,21:30,202001083,202001083@daiict.ac.in,BTech ICT,7967890123,7967890123,9925678901,live:.cid.t7q4mx2g9hf,,,,,,,,,,,,
26,Divya Mehra,02-03-2024,Completed,21:30,22:30,202001091,202001091@daiict.ac.in,BTech ICT,7978901234,7978901234,9926789012,live:.cid.b5j9fp6v2wd,,,,,,,,,,,,
27,Manoj Kumar,02-03-2024,Completed,16:00,17:00,202001092,202001092@daiict.ac.in,BTech ICT,7989012345,7989012345,9927890123,live:.cid.x1m4wr8g6pv,,,,,,,,,,,,
28,Sonali Khatri,02-03-2024,Completed,17:00,18:00,202001094,202001094@daiict.ac.in,BTech ICT,7990123456,7990123456,9928901234,live:.cid.r7t3xb1m9jg,,,,,,,,,,,,
29,Rahul Sharma,02-03-2024,Completed,23:00,24:00,202001096,202001096@daiict.ac.in,BTech ICT,7901234567,7901234567,9929012345,live:.cid.n6p9dj3c4qf,,,,,,,,,,,,
30,Shruti Singh,02-03-2024,Completed,22:00,23:00,202001099,202001099@daiict.ac.in,BTech ICT,7912345678,7912345678,9930123456,live:.cid.z8b2q6f7hvn,,,,,,,,,,,,
31,Varun Jain,03-03-2024,Completed,20:30,21:30,202211002,202211002@daiict.ac.in,MTech ICT,7923456789,7923456789,9931234567,live:.cid.m1w8nf4z9qc,,,,,,,,,,,,
32,Anjali Saxena,03-03-2024,Completed,21:30,22:30,202211005,202211005@daiict.ac.in,MTech ICT ,7934567890,7934567890,9932345678,live:.cid.h9v2mt6r3bk,,,,,,,,,,,,
33,Rajiv Khanna,03-03-2024,Completed,16:00,17:00,202211009,202211009@daiict.ac.in,MTech ICT,7945678901,7945678901,9933456789,live:.cid.v6l3rq8k4nf,,,,,,,,,,,,
34,Priyanka Tiwari,03-03-2024,Completed,17:00,18:00,202211013,202211013@daiict.ac.in,MTech ICT ,7956789012,7956789012,9934567890,live:.cid.g7z2pk4w8jl,,,,,,,,,,,,
35,Arnav Bhatia,03-03-2024,Completed,23:00,24:00,202211016,202211016@daiict.ac.in,MTech ICT,7967890123,7967890123,9935678901,live:.cid.s1g9rd3m2wb,,,,,,,,,,,,
36,Anushka Patel,03-03-2024,Completed,22:00,23:00,202211018,202211018@daiict.ac.in,MTech ICT ,7978901234,7978901234,9936789012,live:.cid.w4k7dp1v5jn,,,,,,,,,,,,
37,Vivek Mishra,04-03-2024,Completed,20:30,21:30,202211031,202211031@daiict.ac.in,MTech ICT,7989012345,7989012345,9937890123,live:.cid.c3x8v6b2nfh,,,,,,,,,,,,
38,Meera Reddy,04-03-2024,Completed,21:30,22:30,202211035,202211035@daiict.ac.in,MTech ICT ,7990123456,7990123456,9938901234,live:.cid.r9m5hc2v3dw,,,,,,,,,,,,
39,Sanjay Agarwal,04-03-2024,Completed,16:00,17:00,202211042,202211042@daiict.ac.in,MTech ICT,7901234567,7901234567,9939012345,live:.cid.j2w8cf5p1xm,,,,,,,,,,,,
40,Diya Chatterjee,04-03-2024,Completed,17:00,18:00,202211044,202211044@daiict.ac.in,MTech ICT ,7912345678,7912345678,9940123456,live:.cid.q7z1cv6r9dh,,,,,,,,,,,,
41,Vipul Gupta,04-03-2024,Completed,23:00,24:00,202211045,202211045@daiict.ac.in,MTech ICT,7923456789,7923456789,9941234567,live:.cid.f4l7vj2r8pm,,,,,,,,,,,,
42,Shreya Sharma,04-03-2024,Completed,22:00,23:00,202211047,202211047@daiict.ac.in,MTech ICT ,7934567890,7934567890,9942345678,live:.cid.x6n9zj1m8vp,,,,,,,,,,,,
43,Deepak Singh,05-03-2024,Completed,20:30,21:30,202211051,202211051@daiict.ac.in,MTech ICT,7945678901,7945678901,9943456789,live:.cid.p2c6qf4g9tv,,,,,,,,,,,,
44,Ritu Sharma,05-03-2024,Completed,21:30,22:30,202211053,202211053@daiict.ac.in,MTech ICT ,7956789012,7956789012,9944567890,live:.cid.d9h3xg6j8nb,,,,,,,,,,,,
